tr1,39, State-gov, 77516, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 2174, 0, 40, United-States, <=50K
tr15395,20, Private, 379198, HS-grad, 9, Never-married, Other-service, Other-relative, Other, Male, 0, 0, 40, Mexico, <=50K
tr15396,51, Private, 189762, Some-college, 10, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 15, United-States, >50K
tr15397,19, Private, 178147, Some-college, 10, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 10, United-States, <=50K
tr15398,31, Private, 332379, HS-grad, 9, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr15399,36, Private, 175759, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 7298, 0, 50, United-States, >50K
tr15400,21, ?, 262062, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 0, 40, United-States, <=50K
tr15401,40, Private, 275446, HS-grad, 9, Never-married, Sales, Own-child, Black, Male, 0, 0, 40, United-States, <=50K
tr15402,30, Self-emp-not-inc, 278522, 11th, 7, Never-married, Farming-fishing, Own-child, Black, Male, 0, 0, 40, United-States, <=50K
tr15403,28, Self-emp-not-inc, 54683, Some-college, 10, Never-married, Craft-repair, Not-in-family, White, Male, 0, 1590, 40, United-States, <=50K
tr15404,57, Private, 136107, 9th, 5, Married-civ-spouse, Craft-repair, Husband, Black, Male, 0, 0, 40, United-States, >50K
tr15405,18, Private, 205894, 11th, 7, Never-married, Sales, Own-child, White, Male, 0, 0, 15, United-States, <=50K
tr15406,54, Private, 210736, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
tr15407,32, Private, 166634, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, 0, 0, 40, United-States, <=50K
tr15408,52, Private, 185283, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr15409,27, Private, 180553, HS-grad, 9, Separated, Machine-op-inspct, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
tr15410,45, Private, 199058, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 48, ?, <=50K
tr15411,18, Private, 145005, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 20, United-States, <=50K
tr15412,37, Self-emp-not-inc, 184655, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 35, United-States, <=50K
tr15413,52, Private, 358554, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, 0, 0, 40, United-States, >50K
tr15414,59, Private, 307423, 9th, 5, Never-married, Other-service, Not-in-family, Black, Male, 0, 0, 50, United-States, <=50K
tr15415,27, Private, 472070, Assoc-voc, 11, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr15416,43, Federal-gov, 115562, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr15417,56, Private, 32446, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
tr15418,44, Self-emp-not-inc, 33121, Some-college, 10, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 72, United-States, <=50K
tr15419,37, Private, 183345, Assoc-voc, 11, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K
tr15420,28, Private, 119793, Assoc-voc, 11, Divorced, Exec-managerial, Not-in-family, White, Male, 10520, 0, 50, United-States, >50K
tr15421,48, Self-emp-not-inc, 97883, HS-grad, 9, Separated, Other-service, Other-relative, White, Female, 0, 0, 25, United-States, <=50K
tr15422,58, Self-emp-not-inc, 31732, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, <=50K
tr15423,29, Private, 206250, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, <=50K
tr15424,37, Private, 103323, Assoc-acdm, 12, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr15425,35, Self-emp-inc, 135436, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K
tr15426,36, Private, 376455, Assoc-voc, 11, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 38, United-States, <=50K
tr15427,52, Private, 160703, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 48, United-States, <=50K
tr15428,30, Private, 131699, HS-grad, 9, Divorced, Transport-moving, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr15429,22, Private, 243842, 9th, 5, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K
tr15430,55, Self-emp-not-inc, 349910, Assoc-acdm, 12, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States, <=50K
tr15431,61, Private, 170262, HS-grad, 9, Married-civ-spouse, Exec-managerial, Wife, White, Female, 15024, 0, 38, United-States, >50K
tr15432,33, Private, 184306, HS-grad, 9, Divorced, Handlers-cleaners, Unmarried, White, Male, 0, 0, 30, United-States, <=50K
tr15433,46, Private, 224202, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, <=50K
tr15434,64, Private, 151540, 11th, 7, Widowed, Tech-support, Unmarried, White, Female, 0, 0, 16, United-States, <=50K
tr15435,28, Private, 231197, 10th, 6, Married-spouse-absent, Craft-repair, Unmarried, White, Male, 0, 0, 40, Mexico, <=50K
tr15436,19, Private, 279968, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 42, United-States, <=50K
tr15437,36, Private, 162651, HS-grad, 9, Separated, Adm-clerical, Not-in-family, White, Male, 0, 0, 40, Columbia, <=50K
tr15438,43, Self-emp-not-inc, 130126, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
tr15439,39, Self-emp-not-inc, 160120, Doctorate, 16, Divorced, Adm-clerical, Other-relative, Other, Male, 0, 0, 40, ?, <=50K
tr15440,56, Private, 161662, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 42, United-States, >50K
tr15441,24, Local-gov, 201664, Some-college, 10, Never-married, Protective-serv, Own-child, White, Male, 0, 0, 40, United-States, <=50K
tr15442,45, Self-emp-inc, 122206, Assoc-acdm, 12, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
tr15443,56, Local-gov, 183169, Masters, 14, Widowed, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr15444,46, Private, 126513, HS-grad, 9, Separated, Craft-repair, Unmarried, Black, Female, 0, 0, 40, ?, <=50K
tr15445,35, Federal-gov, 185053, Bachelors, 13, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 40, United-States, <=50K
tr15446,36, Self-emp-not-inc, 408427, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States, >50K
tr15447,50, Self-emp-not-inc, 198581, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K
tr15448,61, Private, 199198, 7th-8th, 4, Widowed, Other-service, Not-in-family, Black, Female, 0, 0, 21, United-States, <=50K
tr15449,31, Private, 184306, Assoc-voc, 11, Never-married, Transport-moving, Own-child, White, Male, 0, 1980, 60, United-States, <=50K
tr15450,63, Private, 172740, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr15451,41, Private, 205153, Assoc-voc, 11, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr15452,48, Private, 164964, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr15453,45, Private, 162606, HS-grad, 9, Divorced, Sales, Not-in-family, White, Female, 0, 0, 35, United-States, <=50K
tr15454,24, Private, 179627, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr15455,34, Private, 103408, Some-college, 10, Divorced, Prof-specialty, Not-in-family, Black, Male, 0, 0, 40, Germany, >50K
tr15456,27, Private, 36440, Bachelors, 13, Never-married, Sales, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr15457,26, Private, 57512, Assoc-voc, 11, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 48, United-States, <=50K
tr15458,27, Private, 187981, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, United-States, <=50K
tr15459,55, Private, 393768, Assoc-voc, 11, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr15460,31, Private, 180551, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States, >50K
tr15461,51, Self-emp-not-inc, 176240, Assoc-acdm, 12, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K
tr15462,56, Private, 70720, 12th, 8, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
tr15463,39, Private, 35890, Assoc-acdm, 12, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr15464,50, Private, 283676, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
tr15465,34, Local-gov, 105540, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 2051, 40, United-States, <=50K
tr15466,44, Private, 408717, HS-grad, 9, Divorced, Sales, Not-in-family, White, Male, 3674, 0, 50, United-States, <=50K
tr15467,21, Private, 57916, HS-grad, 9, Never-married, Protective-serv, Own-child, White, Male, 0, 0, 40, United-States, <=50K
tr15468,37, Private, 177974, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 70, United-States, <=50K
tr15469,34, ?, 177304, 10th, 6, Divorced, ?, Not-in-family, White, Male, 0, 0, 40, Columbia, <=50K
tr15470,18, Private, 115839, 12th, 8, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 30, United-States, <=50K
tr15471,34, ?, 205256, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 2885, 0, 80, United-States, <=50K
tr15472,38, Private, 117802, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 65, United-States, >50K
tr15473,19, Private, 211355, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 12, United-States, <=50K
tr15474,46, Private, 173243, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr15475,19, Private, 343200, Some-college, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 25, United-States, <=50K
tr15476,22, Private, 401690, Some-college, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 20, Mexico, <=50K
tr15477,38, Private, 196123, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, <=50K
tr15478,33, Private, 168981, Masters, 14, Divorced, Exec-managerial, Own-child, White, Female, 14084, 0, 50, United-States, >50K
tr15479,83, Self-emp-not-inc, 213866, HS-grad, 9, Widowed, Exec-managerial, Not-in-family, White, Male, 0, 0, 8, United-States, <=50K
tr15480,34, Private, 55176, Some-college, 10, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, >50K
tr15481,38, Private, 153976, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr15482,33, Private, 119176, Some-college, 10, Widowed, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
tr15483,27, Private, 169117, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, Black, Female, 0, 1887, 40, United-States, >50K
tr15484,38, Private, 156550, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 60, United-States, <=50K
tr15485,25, Private, 109609, Some-college, 10, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 25, United-States, <=50K
tr15486,38, Private, 26698, HS-grad, 9, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr15487,52, Private, 236497, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 48, United-States, >50K
tr15488,33, State-gov, 306309, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
tr15489,17, Private, 242773, 11th, 7, Never-married, Other-service, Own-child, White, Female, 0, 0, 20, United-States, <=50K
tr15490,28, Private, 124680, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Female, 6849, 0, 60, United-States, <=50K
tr15491,52, Local-gov, 43909, HS-grad, 9, Divorced, Adm-clerical, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
tr15492,34, Private, 112820, HS-grad, 9, Separated, Handlers-cleaners, Not-in-family, White, Male, 2463, 0, 40, United-States, <=50K
tr15493,25, Private, 148300, Bachelors, 13, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 15, United-States, <=50K
tr15494,17, Private, 133449, 9th, 5, Never-married, Other-service, Own-child, Black, Male, 0, 0, 26, United-States, <=50K
tr15495,22, Private, 276494, HS-grad, 9, Never-married, Handlers-cleaners, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K
tr15496,46, Private, 190115, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 1887, 40, United-States, >50K
tr15497,58, Private, 317479, HS-grad, 9, Divorced, Machine-op-inspct, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K
tr15498,39, Private, 151248, Some-college, 10, Divorced, Sales, Other-relative, White, Female, 0, 0, 35, United-States, <=50K
tr15499,59, Local-gov, 130532, Some-college, 10, Widowed, Other-service, Not-in-family, White, Female, 0, 0, 40, Poland, <=50K
tr15500,61, Private, 160062, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr15501,32, Private, 299635, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, <=50K
tr15502,50, Private, 171225, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, 0, 0, 40, Philippines, >50K
tr15503,51, Private, 33304, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr15504,43, Private, 95634, Bachelors, 13, Married-civ-spouse, Other-service, Wife, Asian-Pac-Islander, Female, 0, 0, 45, ?, <=50K
tr15505,20, Private, 243878, Some-college, 10, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K
tr15506,38, Local-gov, 181721, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, Black, Male, 0, 0, 40, United-States, <=50K
tr15507,44, Federal-gov, 201435, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, Black, Male, 0, 0, 40, United-States, >50K
tr15508,28, Private, 334032, Assoc-voc, 11, Never-married, Sales, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
tr15509,50, Private, 220019, Masters, 14, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 40, United-States, <=50K
tr15510,53, Private, 71772, Doctorate, 16, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
tr15511,42, Self-emp-not-inc, 27661, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 45, United-States, <=50K
tr15512,47, Private, 191411, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, 0, 0, 45, India, <=50K
tr15513,39, Private, 123945, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States, >50K
tr15514,38, Self-emp-not-inc, 37778, HS-grad, 9, Never-married, Farming-fishing, Not-in-family, White, Male, 0, 0, 60, United-States, <=50K
tr15515,34, State-gov, 171216, Bachelors, 13, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 50, United-States, <=50K
tr15516,40, Private, 93955, Some-college, 10, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 40, United-States, <=50K
tr15517,63, Private, 163809, Some-college, 10, Widowed, Sales, Not-in-family, White, Female, 0, 0, 20, United-States, <=50K
tr15518,53, Private, 346754, Some-college, 10, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 40, United-States, >50K
tr15519,43, Private, 188436, Assoc-voc, 11, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 48, United-States, <=50K
tr15520,28, Private, 72443, Some-college, 10, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 1669, 60, United-States, <=50K
tr15521,68, Private, 186350, HS-grad, 9, Widowed, Exec-managerial, Not-in-family, White, Female, 0, 0, 10, United-States, >50K
tr15522,22, ?, 214238, 7th-8th, 4, Never-married, ?, Unmarried, White, Female, 0, 0, 40, Mexico, <=50K
tr15523,46, State-gov, 394860, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 38, United-States, <=50K
tr15524,57, Private, 262642, HS-grad, 9, Never-married, Adm-clerical, Other-relative, White, Female, 0, 0, 40, United-States, <=50K
tr15525,38, Private, 125550, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 35, United-States, <=50K
tr15526,66, Private, 192504, Masters, 14, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr15527,29, Private, 131310, Assoc-acdm, 12, Never-married, Sales, Own-child, White, Female, 0, 0, 40, United-States, <=50K
tr15528,54, Private, 249322, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 7688, 0, 50, United-States, >50K
tr15529,38, Private, 172755, HS-grad, 9, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr15530,35, Private, 209993, 11th, 7, Separated, Priv-house-serv, Unmarried, White, Female, 0, 0, 8, Mexico, <=50K
tr15531,30, Private, 166961, Bachelors, 13, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 37, United-States, <=50K
tr15532,39, Private, 315291, HS-grad, 9, Never-married, Adm-clerical, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
tr15533,31, Private, 284703, Masters, 14, Never-married, Prof-specialty, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K
tr15534,50, Private, 166565, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 50, United-States, <=50K
tr15535,30, Self-emp-not-inc, 173854, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 60, United-States, <=50K
tr15536,25, Private, 189219, Bachelors, 13, Never-married, Sales, Own-child, White, Female, 0, 0, 40, United-States, <=50K
tr15537,24, Private, 210781, Bachelors, 13, Never-married, Priv-house-serv, Not-in-family, White, Female, 0, 0, 40, France, <=50K
tr15538,59, Local-gov, 171328, HS-grad, 9, Separated, Protective-serv, Other-relative, Black, Female, 0, 2339, 40, United-States, <=50K
tr15539,45, Private, 199832, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 15, United-States, <=50K
tr15540,64, Private, 251292, 5th-6th, 3, Separated, Other-service, Other-relative, White, Female, 0, 0, 20, Cuba, <=50K
tr15541,61, Private, 122246, 12th, 8, Married-civ-spouse, Other-service, Wife, White, Female, 0, 0, 40, United-States, <=50K
tr15542,42, Private, 190767, Assoc-voc, 11, Divorced, Tech-support, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
tr15543,28, Private, 278736, 5th-6th, 3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, Mexico, <=50K
tr15544,53, Private, 124963, HS-grad, 9, Divorced, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr15545,33, Self-emp-not-inc, 167476, 11th, 7, Divorced, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 7, United-States, <=50K
tr15546,34, Local-gov, 246104, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, Black, Male, 0, 0, 40, United-States, <=50K
tr15547,41, Private, 171615, Some-college, 10, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 48, United-States, <=50K
tr15548,67, Private, 264095, Some-college, 10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 9386, 0, 24, Cuba, >50K
tr15549,46, Private, 177114, Assoc-acdm, 12, Widowed, Prof-specialty, Unmarried, White, Female, 0, 0, 27, United-States, <=50K
tr15550,32, Private, 146154, HS-grad, 9, Married-civ-spouse, Sales, Wife, White, Female, 0, 0, 40, United-States, <=50K
tr15551,41, Private, 198196, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr15552,30, Private, 79712, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, Other, Male, 0, 0, 40, United-States, <=50K
tr15553,54, Self-emp-not-inc, 154785, Bachelors, 13, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
tr15554,33, Private, 182423, HS-grad, 9, Divorced, Other-service, Unmarried, Black, Male, 0, 0, 40, United-States, <=50K
tr15555,20, ?, 347292, HS-grad, 9, Never-married, ?, Own-child, White, Male, 0, 0, 32, United-States, <=50K
tr15556,34, Private, 118584, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr15557,20, Private, 219835, Some-college, 10, Never-married, Sales, Own-child, White, Male, 0, 0, 30, ?, <=50K
tr15558,17, ?, 148769, HS-grad, 9, Never-married, ?, Own-child, Black, Male, 0, 0, 40, United-States, <=50K
tr15559,45, Private, 197418, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 48, United-States, <=50K
tr15560,21, Private, 253190, HS-grad, 9, Never-married, Other-service, Own-child, White, Male, 0, 0, 40, United-States, <=50K
tr15561,25, Private, 192273, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr15562,38, Private, 129573, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 41, United-States, <=50K
tr15563,17, Private, 173807, 11th, 7, Never-married, Craft-repair, Own-child, White, Female, 0, 0, 15, United-States, <=50K
tr15564,35, Private, 217893, HS-grad, 9, Divorced, Sales, Not-in-family, White, Female, 0, 0, 30, United-States, <=50K
tr15565,38, Private, 102938, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr15566,48, Local-gov, 407495, Assoc-acdm, 12, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 56, United-States, >50K
tr15567,25, Private, 50053, HS-grad, 9, Never-married, Other-service, Not-in-family, Black, Male, 0, 0, 40, Japan, <=50K
tr15568,57, Private, 233382, Masters, 14, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, Cuba, <=50K
tr15569,32, Private, 270968, Bachelors, 13, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 50, United-States, >50K
tr15570,39, Local-gov, 272166, Bachelors, 13, Separated, Prof-specialty, Not-in-family, Black, Male, 0, 0, 30, United-States, <=50K
tr15571,23, Private, 199915, Bachelors, 13, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 35, United-States, <=50K
tr15572,21, Private, 305781, HS-grad, 9, Never-married, Handlers-cleaners, Unmarried, White, Male, 0, 0, 45, United-States, <=50K
tr15573,47, Private, 107682, HS-grad, 9, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 48, United-States, <=50K
tr15574,25, Private, 188507, 7th-8th, 4, Never-married, Machine-op-inspct, Other-relative, White, Female, 0, 0, 40, Dominican-Republic, <=50K
tr15575,18, ?, 28311, 11th, 7, Never-married, ?, Own-child, White, Female, 0, 0, 35, United-States, <=50K
tr15576,41, Federal-gov, 197069, Some-college, 10, Married-spouse-absent, Adm-clerical, Not-in-family, Black, Male, 4650, 0, 40, United-States, <=50K
tr15577,24, Private, 77665, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 42, United-States, <=50K
tr15578,57, Private, 127728, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 50, United-States, >50K
tr15579,51, ?, 172175, Doctorate, 16, Never-married, ?, Not-in-family, White, Male, 0, 2824, 40, United-States, >50K
tr15580,32, Private, 106742, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr15581,40, Private, 79531, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 75, United-States, >50K
tr15582,21, State-gov, 337766, Some-college, 10, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 20, United-States, <=50K
tr15583,45, Self-emp-not-inc, 33234, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K
tr15584,17, ?, 34088, 12th, 8, Never-married, ?, Own-child, White, Female, 0, 0, 25, United-States, <=50K
tr15585,55, Private, 176904, 10th, 6, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 50, United-States, <=50K
tr15586,42, Private, 172148, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, Black, Male, 0, 0, 40, United-States, <=50K
tr15587,49, Private, 199058, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 38, United-States, <=50K
tr15588,38, Private, 48093, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr15589,50, Private, 143664, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr15590,47, Private, 168337, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 48, United-States, >50K
tr15591,43, Private, 195212, Bachelors, 13, Married-civ-spouse, Exec-managerial, Wife, Black, Female, 0, 0, 40, ?, <=50K
tr15592,39, Private, 230329, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, Canada, >50K
tr15593,42, Private, 376072, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 30, United-States, <=50K
tr15594,32, Private, 430175, HS-grad, 9, Divorced, Craft-repair, Other-relative, Black, Female, 0, 0, 50, United-States, <=50K
tr15595,44, Federal-gov, 240628, Assoc-acdm, 12, Divorced, Exec-managerial, Not-in-family, White, Female, 2354, 0, 40, United-States, <=50K
tr15596,50, Self-emp-inc, 158294, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 99999, 0, 80, United-States, >50K
tr15597,55, Private, 28735, HS-grad, 9, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female, 0, 0, 45, United-States, <=50K
tr15598,37, Private, 167482, HS-grad, 9, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 40, United-States, <=50K
tr15599,59, Private, 113203, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr15600,56, Private, 103948, 11th, 7, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr15601,33, Self-emp-not-inc, 310525, 12th, 8, Never-married, Craft-repair, Not-in-family, Black, Male, 0, 0, 32, United-States, <=50K
tr15602,35, Private, 105138, Bachelors, 13, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, >50K
