tst1,23, Private, 122272, Bachelors, 13, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 30, United-States,?
tst822,25, Private, 194897, HS-grad, 9, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male, 6849, 0, 40, United-States,?
tst823,40, Private, 137142, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States,?
tst824,38, Private, 108726, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States,?
tst825,22, Private, 263670, HS-grad, 9, Never-married, Other-service, Own-child, Black, Male, 0, 0, 80, United-States,?
tst826,19, Private, 177839, HS-grad, 9, Never-married, Other-service, Own-child, White, Female, 0, 0, 15, United-States,?
tst827,28, Self-emp-not-inc, 192838, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States,?
tst828,42, Self-emp-inc, 443508, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, United-States,?
tst829,51, Private, 221672, Masters, 14, Married-civ-spouse, Sales, Husband, White, Male, 15024, 0, 50, United-States,?
tst830,26, Local-gov, 167261, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst831,25, Private, 295108, HS-grad, 9, Never-married, Handlers-cleaners, Unmarried, Black, Female, 0, 0, 25, United-States,?
tst832,64, Local-gov, 84737, HS-grad, 9, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male, 0, 0, 35, United-States,?
tst833,28, Private, 162404, Bachelors, 13, Never-married, Craft-repair, Not-in-family, Black, Male, 0, 0, 60, United-States,?
tst834,61, Self-emp-not-inc, 215591, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1887, 40, United-States,?
tst835,28, ?, 205562, Masters, 14, Never-married, ?, Not-in-family, Black, Female, 0, 0, 40, United-States,?
tst836,33, State-gov, 121245, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States,?
tst837,29, Self-emp-not-inc, 322238, HS-grad, 9, Never-married, Farming-fishing, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst838,34, Self-emp-inc, 114733, Assoc-acdm, 12, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 36, United-States,?
tst839,44, State-gov, 395078, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst840,38, Local-gov, 169104, Bachelors, 13, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male, 0, 0, 40, Philippines,?
tst841,45, Self-emp-inc, 151584, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 35, United-States,?
tst842,33, Private, 511517, HS-grad, 9, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States,?
tst843,30, Private, 75167, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States,?
tst844,32, Private, 462255, Bachelors, 13, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst845,19, Private, 63434, Some-college, 10, Never-married, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 35, United-States,?
tst846,44, Private, 260046, HS-grad, 9, Divorced, Transport-moving, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst847,38, Private, 31053, HS-grad, 9, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 40, United-States,?
tst848,22, Private, 204935, HS-grad, 9, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 40, United-States,?
tst849,33, Private, 415706, 5th-6th, 3, Separated, Other-service, Unmarried, White, Female, 0, 0, 40, Mexico,?
tst850,46, Private, 237731, Assoc-voc, 11, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States,?
tst851,35, Private, 81259, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 43, United-States,?
tst852,24, Private, 109053, HS-grad, 9, Never-married, Other-service, Other-relative, White, Male, 0, 0, 25, United-States,?
tst853,69, Private, 312653, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 25, United-States,?
tst854,35, Private, 331831, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States,?
tst855,30, ?, 197827, Some-college, 10, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 40, United-States,?
tst856,52, Private, 137428, HS-grad, 9, Divorced, Transport-moving, Not-in-family, White, Male, 0, 0, 45, United-States,?
tst857,62, Private, 199193, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 25, United-States,?
tst858,38, Private, 257250, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 7298, 0, 60, United-States,?
tst859,41, Private, 206948, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States,?
tst860,41, Private, 279914, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 45, United-States,?
tst861,24, Private, 449432, 12th, 8, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst862,30, Private, 399522, 11th, 7, Married-spouse-absent, Handlers-cleaners, Unmarried, White, Female, 0, 0, 40, United-States,?
tst863,45, Self-emp-not-inc, 26781, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male, 0, 0, 40, United-States,?
tst864,38, Private, 203761, Assoc-voc, 11, Never-married, Tech-support, Not-in-family, White, Female, 2354, 0, 40, United-States,?
tst865,25, ?, 12285, Some-college, 10, Never-married, ?, Not-in-family, Amer-Indian-Eskimo, Female, 0, 0, 20, United-States,?
tst866,45, Local-gov, 331482, Assoc-acdm, 12, Divorced, Tech-support, Own-child, White, Male, 0, 0, 40, United-States,?
tst867,52, Self-emp-inc, 74712, HS-grad, 9, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male, 0, 0, 40, United-States,?
tst868,41, Local-gov, 103759, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 3942, 0, 40, United-States,?
tst869,54, Local-gov, 219276, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, 0, 0, 40, Philippines,?
tst870,61, Private, 191188, 10th, 6, Widowed, Farming-fishing, Unmarried, White, Male, 0, 0, 20, United-States,?
tst871,57, Private, 124507, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 55, United-States,?
tst872,33, Private, 23871, HS-grad, 9, Divorced, Other-service, Unmarried, White, Female, 0, 0, 30, United-States,?
tst873,53, ?, 123011, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 40, United-States,?
tst874,49, Private, 239865, 11th, 7, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States,?
tst875,58, Local-gov, 271795, 7th-8th, 4, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst876,18, Private, 212370, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 25, United-States,?
tst877,36, Self-emp-not-inc, 223789, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, United-States,?
tst878,44, Private, 262684, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 1504, 45, United-States,?
tst879,19, Private, 73190, Some-college, 10, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 20, United-States,?
tst880,24, Private, 214542, 11th, 7, Never-married, Transport-moving, Own-child, White, Male, 0, 0, 40, United-States,?
tst881,25, Private, 217006, 11th, 7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States,?
tst882,20, Private, 117109, Some-college, 10, Never-married, Adm-clerical, Other-relative, Black, Female, 0, 0, 24, United-States,?
tst883,31, Self-emp-not-inc, 312055, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 70, United-States,?
tst884,41, Local-gov, 97064, Assoc-voc, 11, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 44, United-States,?
tst885,39, State-gov, 119421, HS-grad, 9, Separated, Adm-clerical, Unmarried, White, Female, 0, 625, 35, United-States,?
tst886,43, Private, 271807, Some-college, 10, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst887,17, Private, 158704, 10th, 6, Never-married, Sales, Own-child, White, Male, 0, 0, 20, United-States,?
tst888,52, Private, 139176, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 8, United-States,?
tst889,43, Private, 131899, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States,?
tst890,40, State-gov, 26598, Bachelors, 13, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst891,21, ?, 121694, 7th-8th, 4, Never-married, ?, Own-child, White, Male, 0, 0, 40, United-States,?
tst892,30, Private, 203488, Some-college, 10, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 44, United-States,?
tst893,44, Local-gov, 24982, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States,?
tst894,42, Private, 345363, HS-grad, 9, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, England,?
tst895,25, Private, 443855, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, Mexico,?
tst896,55, Private, 226875, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 4064, 0, 40, United-States,?
tst897,31, Private, 143653, Assoc-voc, 11, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States,?
tst898,28, Self-emp-not-inc, 104617, 7th-8th, 4, Never-married, Other-service, Other-relative, White, Female, 0, 0, 99, Mexico,?
tst899,27, Local-gov, 206125, 10th, 6, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 60, United-States,?
tst900,33, Private, 184306, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, United-States,?
tst901,46, Local-gov, 114160, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1902, 45, United-States,?
tst902,42, Private, 137698, 5th-6th, 3, Married-spouse-absent, Farming-fishing, Not-in-family, White, Male, 0, 0, 35, Mexico,?
tst903,21, Private, 540712, HS-grad, 9, Never-married, Other-service, Other-relative, Black, Male, 0, 1719, 25, United-States,?
tst904,24, State-gov, 390867, Masters, 14, Never-married, Prof-specialty, Not-in-family, Black, Female, 0, 0, 40, United-States,?
tst905,21, Private, 78170, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 42, United-States,?
tst906,65, ?, 117963, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 45, United-States,?
tst907,37, Self-emp-not-inc, 180150, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, United-States,?
tst908,43, Self-emp-inc, 304906, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 45, United-States,?
tst909,18, Private, 101795, 10th, 6, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, United-States,?
tst910,21, Private, 34310, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 2603, 40, United-States,?
tst911,27, Local-gov, 177072, Some-college, 10, Never-married, Prof-specialty, Other-relative, White, Male, 0, 0, 16, United-States,?
tst912,32, Private, 222654, 10th, 6, Divorced, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst913,44, Private, 367749, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 45, Mexico,?
tst914,71, Private, 137499, HS-grad, 9, Widowed, Sales, Other-relative, White, Female, 0, 0, 16, United-States,?
tst915,26, Private, 342953, HS-grad, 9, Separated, Adm-clerical, Unmarried, Black, Female, 0, 0, 40, United-States,?
tst916,60, Private, 238913, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 46, United-States,?
tst917,59, Self-emp-not-inc, 32552, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 48, United-States,?
tst918,26, State-gov, 126327, Assoc-acdm, 12, Never-married, Adm-clerical, Unmarried, Black, Female, 0, 0, 40, United-States,?
tst919,31, Private, 303851, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 50, United-States,?
tst920,52, Self-emp-not-inc, 240013, Masters, 14, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 70, United-States,?
tst921,65, Private, 255386, HS-grad, 9, Never-married, Craft-repair, Other-relative, Asian-Pac-Islander, Male, 0, 0, 40, Cambodia,?
tst922,22, Private, 228752, HS-grad, 9, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst923,31, Private, 192900, Some-college, 10, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst924,29, Federal-gov, 309778, Some-college, 10, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States,?
tst925,33, Private, 150154, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst926,58, Self-emp-not-inc, 193434, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 20, United-States,?
tst927,26, Private, 245029, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, Black, Female, 0, 0, 40, United-States,?
tst928,46, Local-gov, 141944, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 38, United-States,?
tst929,49, Private, 116338, HS-grad, 9, Separated, Prof-specialty, Unmarried, White, Female, 0, 653, 60, United-States,?
tst930,35, Private, 27408, Some-college, 10, Never-married, Sales, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst931,29, Private, 148431, Assoc-acdm, 12, Married-civ-spouse, Sales, Wife, Other, Female, 7688, 0, 45, United-States,?
tst932,45, Private, 114459, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States,?
tst933,55, Private, 49737, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States,?
tst934,65, Private, 129426, Some-college, 10, Widowed, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst935,28, Private, 410351, Some-college, 10, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 30, United-States,?
tst936,21, Private, 57951, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 30, United-States,?
tst937,34, Private, 209691, Assoc-voc, 11, Married-civ-spouse, Prof-specialty, Husband, White, Male, 4386, 0, 50, United-States,?
tst938,34, Private, 207301, HS-grad, 9, Divorced, Machine-op-inspct, Unmarried, White, Female, 0, 0, 20, United-States,?
tst939,30, ?, 147215, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 0, 30, United-States,?
tst940,37, Private, 238049, 9th, 5, Never-married, Priv-house-serv, Not-in-family, White, Female, 0, 0, 30, El-Salvador,?
tst941,33, Private, 213308, Assoc-voc, 11, Separated, Adm-clerical, Own-child, Black, Female, 0, 0, 50, United-States,?
tst942,48, Private, 208748, 5th-6th, 3, Divorced, Machine-op-inspct, Unmarried, Other, Female, 0, 0, 40, Dominican-Republic,?
tst943,21, ?, 170070, Some-college, 10, Never-married, ?, Not-in-family, White, Female, 0, 0, 10, United-States,?
tst944,36, Private, 58343, Bachelors, 13, Married-civ-spouse, Tech-support, Husband, White, Male, 3103, 0, 42, United-States,?
tst945,27, Private, 302406, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 55, United-States,?
tst946,69, Local-gov, 197288, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 35, United-States,?
tst947,41, Private, 126076, Some-college, 10, Divorced, Craft-repair, Not-in-family, White, Female, 0, 0, 50, United-States,?
tst948,46, Private, 110794, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst949,32, Self-emp-not-inc, 27939, Some-college, 10, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male, 0, 0, 60, United-States,?
tst950,21, Private, 351381, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States,?
tst951,58, Self-emp-inc, 113806, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 7688, 0, 30, United-States,?
tst952,39, Private, 224566, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States,?
tst953,18, Private, 311795, 12th, 8, Never-married, Sales, Own-child, Black, Female, 0, 0, 20, United-States,?
tst954,59, Self-emp-inc, 253062, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 55, United-States,?
tst955,48, ?, 151584, Some-college, 10, Never-married, ?, Not-in-family, White, Male, 8614, 0, 60, United-States,?
tst956,21, Private, 136610, 12th, 8, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 32, United-States,?
tst957,44, Private, 86298, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst958,33, Self-emp-not-inc, 112952, Some-college, 10, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 48, United-States,?
tst959,42, State-gov, 192397, Some-college, 10, Divorced, Adm-clerical, Own-child, White, Female, 0, 0, 38, United-States,?
tst960,40, Private, 175696, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States,?
tst961,25, Private, 206600, 12th, 8, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, El-Salvador,?
tst962,53, Local-gov, 216691, Doctorate, 16, Divorced, Prof-specialty, Not-in-family, White, Female, 10520, 0, 40, United-States,?
tst963,27, Private, 176972, Assoc-voc, 11, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst964,27, Private, 130438, HS-grad, 9, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst965,53, Private, 89400, Some-college, 10, Widowed, Exec-managerial, Unmarried, White, Female, 0, 0, 40, United-States,?
tst966,45, Local-gov, 144940, Masters, 14, Divorced, Prof-specialty, Unmarried, Black, Female, 0, 0, 40, United-States,?
tst967,39, Private, 258037, Masters, 14, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 40, ?,?
tst968,64, Federal-gov, 316246, Bachelors, 13, Divorced, Adm-clerical, Not-in-family, Black, Female, 0, 0, 40, United-States,?
tst969,21, Private, 400635, Some-college, 10, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 20, ?,?
tst970,40, Private, 360884, Some-college, 10, Married-civ-spouse, Adm-clerical, Wife, White, Female, 7298, 0, 40, United-States,?
tst971,39, Private, 300760, HS-grad, 9, Divorced, Tech-support, Unmarried, White, Female, 0, 0, 50, United-States,?
tst972,29, Private, 174645, 11th, 7, Divorced, Craft-repair, Unmarried, White, Female, 0, 0, 52, United-States,?
tst973,43, Local-gov, 188291, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 15024, 0, 45, United-States,?
tst974,38, Private, 218729, HS-grad, 9, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 25, United-States,?
tst975,31, Private, 198953, Some-college, 10, Separated, Adm-clerical, Unmarried, Black, Female, 0, 0, 38, United-States,?
tst976,23, Private, 214542, Some-college, 10, Never-married, Farming-fishing, Own-child, White, Male, 0, 0, 40, United-States,?
tst977,40, Local-gov, 26929, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst978,31, Private, 161765, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 2051, 57, United-States,?
tst979,70, ?, 346053, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 40, United-States,?
tst980,27, Private, 180262, Some-college, 10, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst981,59, Private, 176647, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst982,40, State-gov, 166327, Some-college, 10, Divorced, Adm-clerical, Not-in-family, Black, Female, 0, 0, 35, United-States,?
tst983,35, Private, 126675, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 46, ?,?
tst984,53, Private, 189511, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst985,34, Private, 154667, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female, 0, 0, 40, United-States,?
tst986,23, Local-gov, 117618, Bachelors, 13, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 24, United-States,?
tst987,34, Self-emp-inc, 202450, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States,?
tst988,29, ?, 153167, Some-college, 10, Never-married, ?, Own-child, Black, Female, 0, 0, 40, United-States,?
tst989,57, Private, 35884, HS-grad, 9, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst990,31, Private, 259531, Assoc-voc, 11, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst991,27, Private, 249315, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States,?
tst992,18, Private, 126071, HS-grad, 9, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States,?
tst993,30, Private, 328242, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, 0, 0, 40, Hong,?
tst994,52, Private, 232132, 12th, 8, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 45, United-States,?
tst995,24, Private, 258298, Assoc-voc, 11, Never-married, Tech-support, Not-in-family, White, Male, 0, 0, 45, United-States,?
tst996,24, ?, 114292, 9th, 5, Never-married, ?, Own-child, White, Male, 0, 0, 40, United-States,?
tst997,65, Private, 85787, 7th-8th, 4, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst998,36, Local-gov, 127772, Bachelors, 13, Divorced, Prof-specialty, Unmarried, White, Male, 0, 0, 40, United-States,?
tst999,48, Federal-gov, 215389, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, Black, Male, 0, 0, 40, United-States,?
tst1000,27, State-gov, 21306, Assoc-acdm, 12, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, Germany,?
tst1001,42, Private, 196626, 7th-8th, 4, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst1002,18, ?, 31008, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 0, 30, United-States,?
tst1003,45, Federal-gov, 81487, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, Puerto-Rico,?
tst1004,21, Private, 206681, Some-college, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 15, United-States,?
tst1005,37, Private, 109133, Masters, 14, Separated, Exec-managerial, Not-in-family, White, Male, 27828, 0, 60, Iran,?
tst1006,59, State-gov, 132717, 10th, 6, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, United-States,?
tst1007,69, Local-gov, 660461, HS-grad, 9, Widowed, Adm-clerical, Not-in-family, Black, Female, 0, 0, 20, United-States,?
tst1008,21, Private, 231160, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 25, United-States,?
tst1009,21, ?, 228649, Some-college, 10, Never-married, ?, Own-child, White, Male, 0, 0, 20, United-States,?
tst1010,23, Private, 194723, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst1011,44, Local-gov, 68318, Masters, 14, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 55, United-States,?
tst1012,58, Private, 56331, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States,?
tst1013,44, Private, 212894, Prof-school, 15, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 55, United-States,?
tst1014,52, Private, 177366, HS-grad, 9, Separated, Other-service, Other-relative, White, Female, 0, 0, 20, United-States,?
tst1015,43, Federal-gov, 263502, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst1016,35, Local-gov, 300681, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, Black, Male, 7298, 0, 35, United-States,?
tst1017,28, Private, 308136, HS-grad, 9, Never-married, Other-service, Own-child, White, Male, 0, 0, 40, United-States,?
tst1018,62, ?, 378239, Masters, 14, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 2, United-States,?
tst1019,34, Private, 31740, 7th-8th, 4, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States,?
tst1020,31, Private, 86492, Assoc-voc, 11, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 30, United-States,?
tst1021,40, Private, 195488, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 45, United-States,?
tst1022,39, Private, 99146, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, ?,?
tst1023,35, Self-emp-not-inc, 230268, Some-college, 10, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States,?
tst1024,71, Private, 149040, 12th, 8, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst1025,33, Private, 424719, Bachelors, 13, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst1026,20, Private, 33087, Assoc-voc, 11, Never-married, Farming-fishing, Own-child, White, Male, 0, 0, 40, United-States,?
tst1027,41, Private, 320744, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States,?
tst1028,31, Private, 414525, 12th, 8, Never-married, Farming-fishing, Not-in-family, Black, Male, 0, 0, 60, United-States,?
tst1029,17, ?, 151141, 10th, 6, Never-married, ?, Own-child, White, Male, 0, 0, 30, United-States,?
tst1030,29, Private, 203797, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, Black, Male, 0, 0, 40, United-States,?
tst1031,31, Private, 113364, Assoc-acdm, 12, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 20, United-States,?
tst1032,50, Private, 48358, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 7688, 0, 40, United-States,?
tst1033,29, Private, 331875, 12th, 8, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, Dominican-Republic,?
tst1034,40, ?, 351161, Masters, 14, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 60, United-States,?
tst1035,39, Private, 101020, 12th, 8, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States,?
tst1036,44, Federal-gov, 68729, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, 0, 0, 40, United-States,?
tst1037,54, Self-emp-not-inc, 168723, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States,?
tst1038,23, Private, 272185, Assoc-voc, 11, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 33, United-States,?
tst1039,37, Private, 359131, HS-grad, 9, Divorced, Craft-repair, Unmarried, White, Female, 0, 0, 48, United-States,?
tst1040,46, Private, 91262, Some-college, 10, Married-spouse-absent, Craft-repair, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 40, Philippines,?
